Entfernung,Start,Ziel
2,OSTERATH (A 44),KREUZ MEERBUSCH
2,KREUZ MEERBUSCH,OSTERATH (A 44)
2,KREUZ MEERBUSCH,LANK - LATUM (A 44)
2,LANK - LATUM (A 44),KREUZ MEERBUSCH
5,LANK - LATUM (A 44),DUESSELDORF - MESSE / ARENA (A 44)
5,DUESSELDORF - MESSE / ARENA (A 44),LANK - LATUM (A 44)
1,DUESSELDORF - MESSE / ARENA (A 44),DUESSELDORF - STOCKUM (Westteil) (A 44)
1,DUESSELDORF - STOCKUM (Westteil) (A 44),DUESSELDORF - MESSE / ARENA (A 44)
0.3,DUESSELDORF - STOCKUM (Westteil) (A 44),DUESSELDORF - STOCKUM (Ostteil) (A 44)
0.3,DUESSELDORF - STOCKUM (Ostteil) (A 44),DUESSELDORF - STOCKUM (Westteil) (A 44)
2,DUESSELDORF - STOCKUM (Ostteil) (A 44),DUESSELDORF - FLUGHAFEN (A 44)
2,DUESSELDORF - FLUGHAFEN (A 44),DUESSELDORF - STOCKUM (Ostteil) (A 44)
2.5,DUESSELDORF - FLUGHAFEN (A 44),KREUZ DUESSELDORF - NORD  (Nordteil)
2.5,KREUZ DUESSELDORF - NORD  (Nordteil),DUESSELDORF - FLUGHAFEN (A 44)
1,KREUZ DUESSELDORF - NORD  (Nordteil),KREUZ DUESSELDORF - NORD  (Südteil)
1,KREUZ DUESSELDORF - NORD  (Südteil),KREUZ DUESSELDORF - NORD  (Nordteil)
4,KREUZ DUESSELDORF - NORD  (Südteil),RATINGEN - SCHWARZBACH (A 44)
4,RATINGEN - SCHWARZBACH (A 44),KREUZ DUESSELDORF - NORD  (Südteil)
1,RATINGEN - SCHWARZBACH (A 44),RATINGEN - OST (A 44)
1,RATINGEN - OST (A 44),RATINGEN - SCHWARZBACH (A 44)
2,RATINGEN - OST (A 44),KREUZ RATINGEN - OST
2,KREUZ RATINGEN - OST,RATINGEN - OST (A 44)
4,KREUZ RATINGEN - OST,HEILIGENHAUS (A 44)
4,HEILIGENHAUS (A 44),KREUZ RATINGEN - OST
4,HEILIGENHAUS (A 44),KREUZ HETTERSCHEIDT
4,KREUZ HETTERSCHEIDT,HEILIGENHAUS (A 44)
1,KREUZ HETTERSCHEIDT,HEILIGENHAUS - HETTERSCHEIDT (A 44)
1,HEILIGENHAUS - HETTERSCHEIDT (A 44),KREUZ HETTERSCHEIDT
2,HEILIGENHAUS - HETTERSCHEIDT (A 44),VELBERT - NORD (A 44)
2,VELBERT - NORD (A 44),HEILIGENHAUS - HETTERSCHEIDT (A 44)
1,VELBERT - NORD (A 44),DREIECK VELBERT - NORD
1,DREIECK VELBERT - NORD,VELBERT - NORD (A 44)
2,DREIECK VELBERT - NORD,LANGENBERG (A 44)
2,LANGENBERG (A 44),DREIECK VELBERT - NORD
2.5,LANGENBERG (A 44),ESSEN - KUPFERDREH (Südteil) (A 44)
2.5,ESSEN - KUPFERDREH (Südteil) (A 44),LANGENBERG (A 44)
0.5,ESSEN - KUPFERDREH (Südteil) (A 44),ESSEN - KUPFERDREH (Nordteil) (A 44)
0.5,ESSEN - KUPFERDREH (Nordteil) (A 44),ESSEN - KUPFERDREH (Südteil) (A 44)
2,ESSEN - KUPFERDREH (Nordteil) (A 44),ESSEN - UEBERRUHR (A 44)
2,ESSEN - UEBERRUHR (A 44),ESSEN - KUPFERDREH (Nordteil) (A 44)
1,ESSEN - UEBERRUHR (A 44),ESSEN - HEISINGEN (A 44)
1,ESSEN - HEISINGEN (A 44),ESSEN - UEBERRUHR (A 44)
3,ESSEN - HEISINGEN (A 44),KREUZ ESSEN - BERGERHAUSEN
3,KREUZ ESSEN - BERGERHAUSEN,ESSEN - HEISINGEN (A 44)
5.3,KREUZ ESSEN - BERGERHAUSEN,DREIECK ESSEN - OST
5.3,DREIECK ESSEN - OST,KREUZ ESSEN - BERGERHAUSEN
1,DREIECK ESSEN - OST,ESSEN - FRILLENDORF (A 44)
1,ESSEN - FRILLENDORF (A 44),DREIECK ESSEN - OST
1,ESSEN - FRILLENDORF (A 44),ESSEN - FRILLENDORF  (Westteil) (A 44)
1,ESSEN - FRILLENDORF  (Westteil) (A 44),ESSEN - FRILLENDORF (A 44)
0.4,ESSEN - FRILLENDORF  (Westteil) (A 44),ESSEN - FRILLENDORF  (Ostteil) (A 44)
0.4,ESSEN - FRILLENDORF  (Ostteil) (A 44),ESSEN - FRILLENDORF  (Westteil) (A 44)
0.5,ESSEN - FRILLENDORF  (Ostteil) (A 44),ESSEN - KRAY (A 44)
0.5,ESSEN - KRAY (A 44),ESSEN - FRILLENDORF  (Ostteil) (A 44)
1,ESSEN - KRAY (A 44),KREUZ GELSENKIRCHEN - SUED
1,KREUZ GELSENKIRCHEN - SUED,ESSEN - KRAY (A 44)
2,KREUZ GELSENKIRCHEN - SUED,BOCHUM - WATTENSCHEID - WEST (A 44)
2,BOCHUM - WATTENSCHEID - WEST (A 44),KREUZ GELSENKIRCHEN - SUED
3,BOCHUM - WATTENSCHEID - WEST (A 44),BOCHUM - WATTENSCHEID (A 44)
3,BOCHUM - WATTENSCHEID (A 44),BOCHUM - WATTENSCHEID - WEST (A 44)
0.2,BOCHUM - WATTENSCHEID (A 44),BOCHUM - DUECKERWEG (A 44)
0.2,BOCHUM - DUECKERWEG (A 44),BOCHUM - WATTENSCHEID (A 44)
2,BOCHUM - DUECKERWEG (A 44),BOCHUM - STAHLHAUSEN  BOCHUMER WESTKREUZ
2,BOCHUM - STAHLHAUSEN  BOCHUMER WESTKREUZ,BOCHUM - DUECKERWEG (A 44)
9.7,BOCHUM - STAHLHAUSEN  BOCHUMER WESTKREUZ,KREUZ BOCHUM / WITTEN
9.7,KREUZ BOCHUM / WITTEN,BOCHUM - STAHLHAUSEN  BOCHUMER WESTKREUZ
2,KREUZ BOCHUM / WITTEN,WITTEN - ZENTRUM (A 44)
2,WITTEN - ZENTRUM (A 44),KREUZ BOCHUM / WITTEN
3,WITTEN - ZENTRUM (A 44),WITTEN - STOCKUM (A 44)
3,WITTEN - STOCKUM (A 44),WITTEN - ZENTRUM (A 44)
2,WITTEN - STOCKUM (A 44),WITTEN - ANNEN (A 44)
2,WITTEN - ANNEN (A 44),WITTEN - STOCKUM (A 44)
2,WITTEN - ANNEN (A 44),KREUZ DORTMUND / WITTEN
2,KREUZ DORTMUND / WITTEN,WITTEN - ANNEN (A 44)
18,KREUZ DORTMUND / WITTEN,KREUZ DORTMUND / UNNA
18,KREUZ DORTMUND / UNNA,KREUZ DORTMUND / WITTEN
4,KREUZ DORTMUND / UNNA,KREUZ UNNA - OST
4,KREUZ UNNA - OST,KREUZ DORTMUND / UNNA
13,KREUZ UNNA - OST,KREUZ WERL
13,KREUZ WERL,KREUZ UNNA - OST
3,KREUZ WERL,WERL - SUED (A 44)
3,WERL - SUED (A 44),KREUZ WERL
12,WERL - SUED (A 44),SOEST (A 44)
12,SOEST (A 44),WERL - SUED (A 44)
4,SOEST (A 44),SOEST - OST (A 44)
4,SOEST - OST (A 44),SOEST (A 44)
11,SOEST - OST (A 44),KREUZ ERWITTE / ANROECHTE
11,KREUZ ERWITTE / ANROECHTE,SOEST - OST (A 44)
14,KREUZ ERWITTE / ANROECHTE,GESEKE (A 44)
14,GESEKE (A 44),KREUZ ERWITTE / ANROECHTE
5,GESEKE (A 44),BUEREN (A 44)
5,BUEREN (A 44),GESEKE (A 44)
10,BUEREN (A 44),KREUZ WUENNENBERG - HAAREN
10,KREUZ WUENNENBERG - HAAREN,BUEREN (A 44)
10,KREUZ WUENNENBERG - HAAREN,LICHTENAU (A 44)
10,LICHTENAU (A 44),KREUZ WUENNENBERG - HAAREN
9,LICHTENAU (A 44),MARSBERG (A 44)
9,MARSBERG (A 44),LICHTENAU (A 44)
5,MARSBERG (A 44),DIEMELSTADT (A 44)
5,DIEMELSTADT (A 44),MARSBERG (A 44)
7,DIEMELSTADT (A 44),WARBURG (A 44)
7,WARBURG (A 44),DIEMELSTADT (A 44)
10,WARBURG (A 44),BREUNA (A 44)
10,BREUNA (A 44),WARBURG (A 44)
13,BREUNA (A 44),ZIERENBERG (A 44)
13,ZIERENBERG (A 44),BREUNA (A 44)
10,ZIERENBERG (A 44),KASSEL - BAD WILHELMSHOEHE (A 44)
10,KASSEL - BAD WILHELMSHOEHE (A 44),ZIERENBERG (A 44)
4,KASSEL - BAD WILHELMSHOEHE (A 44),KREUZ KASSEL - WEST
4,KREUZ KASSEL - WEST,KASSEL - BAD WILHELMSHOEHE (A 44)
4,KREUZ KASSEL - WEST,DREIECK KASSEL - SUED
4,DREIECK KASSEL - SUED,KREUZ KASSEL - WEST
2.5,DREIECK KASSEL - SUED,KREUZ KASSEL - MITTE
2.5,KREUZ KASSEL - MITTE,DREIECK KASSEL - SUED
3,KREUZ KASSEL - MITTE,KASSEL - OST   LOSSETALDREIECK
3,KASSEL - OST   LOSSETALDREIECK,KREUZ KASSEL - MITTE
2,KASSEL - OST   LOSSETALDREIECK,KAUFUNGEN (A 44)
2,KAUFUNGEN (A 44),KASSEL - OST   LOSSETALDREIECK
7,KAUFUNGEN (A 44),HELSA - WEST (A 44)
7,HELSA - WEST (A 44),KAUFUNGEN (A 44)
2,HELSA - WEST (A 44),HELSA - OST (A 44)
2,HELSA - OST (A 44),HELSA - WEST (A 44)
6,HELSA - OST (A 44),HESSISCH LICHTENAU - WEST (A 44)
6,HESSISCH LICHTENAU - WEST (A 44),HELSA - OST (A 44)
2,HESSISCH LICHTENAU - WEST (A 44),HESSISCH LICHTENAU - MITTE (A 44)
2,HESSISCH LICHTENAU - MITTE (A 44),HESSISCH LICHTENAU - WEST (A 44)
3,HESSISCH LICHTENAU - MITTE (A 44),HESSISCH LICHTENAU - OST  (Westteil) (A 44)
3,HESSISCH LICHTENAU - OST  (Westteil) (A 44),HESSISCH LICHTENAU - MITTE (A 44)
0.5,HESSISCH LICHTENAU - OST  (Westteil) (A 44),HESSISCH LICHTENAU - OST  (Ostteil) (A 44)
0.5,HESSISCH LICHTENAU - OST  (Ostteil) (A 44),HESSISCH LICHTENAU - OST  (Westteil) (A 44)
3,KREUZ DORTMUND - NORDWEST,KREUZ CASTROP - RAUXEL - OST
3,KREUZ CASTROP - RAUXEL - OST,KREUZ DORTMUND - NORDWEST
5,KREUZ CASTROP - RAUXEL - OST,DORTMUND - HAFEN (A 45)
5,DORTMUND - HAFEN (A 45),KREUZ CASTROP - RAUXEL - OST
3,DORTMUND - HAFEN (A 45),KREUZ DORTMUND - WEST
3,KREUZ DORTMUND - WEST,DORTMUND - HAFEN (A 45)
2,KREUZ DORTMUND - WEST,DORTMUND - EICHLINGHOFEN (A 45)
2,DORTMUND - EICHLINGHOFEN (A 45),KREUZ DORTMUND - WEST
2,DORTMUND - EICHLINGHOFEN (A 45),KREUZ DORTMUND / WITTEN
2,KREUZ DORTMUND / WITTEN,DORTMUND - EICHLINGHOFEN (A 45)
6,KREUZ DORTMUND / WITTEN,DORTMUND - SUED (A 45)
6,DORTMUND - SUED (A 45),KREUZ DORTMUND / WITTEN
3,DORTMUND - SUED (A 45),WESTHOFENER KREUZ
3,WESTHOFENER KREUZ,DORTMUND - SUED (A 45)
3,WESTHOFENER KREUZ,SCHWERTE - ERGSTE (A 45)
3,SCHWERTE - ERGSTE (A 45),WESTHOFENER KREUZ
5,SCHWERTE - ERGSTE (A 45),KREUZ HAGEN
5,KREUZ HAGEN,SCHWERTE - ERGSTE (A 45)
3,KREUZ HAGEN,HAGEN - SUED (A 45)
3,HAGEN - SUED (A 45),KREUZ HAGEN
13,HAGEN - SUED (A 45),LUEDENSCHEID - NORD (A 45)
13,LUEDENSCHEID - NORD (A 45),HAGEN - SUED (A 45)
5,LUEDENSCHEID - NORD (A 45),LUEDENSCHEID (A 45)
5,LUEDENSCHEID (A 45),LUEDENSCHEID - NORD (A 45)
5,LUEDENSCHEID (A 45),LUEDENSCHEID - SUED (A 45)
5,LUEDENSCHEID - SUED (A 45),LUEDENSCHEID (A 45)
12,LUEDENSCHEID - SUED (A 45),MEINERZHAGEN (A 45)
12,MEINERZHAGEN (A 45),LUEDENSCHEID - SUED (A 45)
9,MEINERZHAGEN (A 45),DROLSHAGEN (A 45)
9,DROLSHAGEN (A 45),MEINERZHAGEN (A 45)
5,DROLSHAGEN (A 45),OLPE (A 45)
5,OLPE (A 45),DROLSHAGEN (A 45)
5,OLPE (A 45),KREUZ OLPE - SUED
5,KREUZ OLPE - SUED,OLPE (A 45)
11,KREUZ OLPE - SUED,FREUDENBERG (A 45)
11,FREUDENBERG (A 45),KREUZ OLPE - SUED
8,FREUDENBERG (A 45),SIEGEN (A 45)
8,SIEGEN (A 45),FREUDENBERG (A 45)
5,SIEGEN (A 45),SIEGEN - SUED (A 45)
5,SIEGEN - SUED (A 45),SIEGEN (A 45)
5,SIEGEN - SUED (A 45),WILNSDORF (A 45)
5,WILNSDORF (A 45),SIEGEN - SUED (A 45)
9,WILNSDORF (A 45),HAIGER / BURBACH (A 45)
9,HAIGER / BURBACH (A 45),WILNSDORF (A 45)
8,HAIGER / BURBACH (A 45),DILLENBURG (A 45)
8,DILLENBURG (A 45),HAIGER / BURBACH (A 45)
9,DILLENBURG (A 45),HERBORN - WEST (A 45)
9,HERBORN - WEST (A 45),DILLENBURG (A 45)
3,HERBORN - WEST (A 45),HERBORN - SUED (A 45)
3,HERBORN - SUED (A 45),HERBORN - WEST (A 45)
8,HERBORN - SUED (A 45),EHRINGSHAUSEN (A 45)
8,EHRINGSHAUSEN (A 45),HERBORN - SUED (A 45)
8,EHRINGSHAUSEN (A 45),WETZLARER KREUZ
8,WETZLARER KREUZ,EHRINGSHAUSEN (A 45)
5,WETZLARER KREUZ,KREUZ WETZLAR - OST
5,KREUZ WETZLAR - OST,WETZLARER KREUZ
2,KREUZ WETZLAR - OST,WETZLAR - SUED (A 45)
2,WETZLAR - SUED (A 45),KREUZ WETZLAR - OST
4,WETZLAR - SUED (A 45),GIESSEN - LUETZELLINDEN (A 45)
4,GIESSEN - LUETZELLINDEN (A 45),WETZLAR - SUED (A 45)
3,GIESSEN - LUETZELLINDEN (A 45),GIESSENER SUEDKREUZ
3,GIESSENER SUEDKREUZ,GIESSEN - LUETZELLINDEN (A 45)
4,GIESSENER SUEDKREUZ,LANGGOENS - OST (A 45)
4,LANGGOENS - OST (A 45),GIESSENER SUEDKREUZ
5,LANGGOENS - OST (A 45),GAMBACHER KREUZ
5,GAMBACHER KREUZ,LANGGOENS - OST (A 45)
2,GAMBACHER KREUZ,MUENZENBERG (A 45)
2,MUENZENBERG (A 45),GAMBACHER KREUZ
10,MUENZENBERG (A 45),WOELFERSHEIM (A 45)
10,WOELFERSHEIM (A 45),MUENZENBERG (A 45)
14,WOELFERSHEIM (A 45),FLORSTADT (A 45)
14,FLORSTADT (A 45),WOELFERSHEIM (A 45)
6,FLORSTADT (A 45),ALTENSTADT (A 45)
6,ALTENSTADT (A 45),FLORSTADT (A 45)
6,ALTENSTADT (A 45),HAMMERSBACH (A 45)
6,HAMMERSBACH (A 45),ALTENSTADT (A 45)
7,HAMMERSBACH (A 45),LANGENSELBOLD - WEST (A 45)
7,LANGENSELBOLD - WEST (A 45),HAMMERSBACH (A 45)
2,LANGENSELBOLD - WEST (A 45),LANGENSELBOLDER DREIECK
2,LANGENSELBOLDER DREIECK,LANGENSELBOLD - WEST (A 45)
4,LANGENSELBOLDER DREIECK,HANAUER KREUZ (A 45)
4,HANAUER KREUZ (A 45),LANGENSELBOLDER DREIECK
7,HANAUER KREUZ (A 45),ALZENAU - NORD (A 45)
7,ALZENAU - NORD (A 45),HANAUER KREUZ (A 45)
1,ALZENAU - NORD (A 45),ALZENAU - MITTE (A 45)
1,ALZENAU - MITTE (A 45),ALZENAU - NORD (A 45)
5,ALZENAU - MITTE (A 45),KARLSTEIN (A 45)
5,KARLSTEIN (A 45),ALZENAU - MITTE (A 45)
3,KARLSTEIN (A 45),KLEINOSTHEIM (A 45)
3,KLEINOSTHEIM (A 45),KARLSTEIN (A 45)
2,KLEINOSTHEIM (A 45),KREUZ MAINHAUSEN
2,KREUZ MAINHAUSEN,KLEINOSTHEIM (A 45)
2,KREUZ MAINHAUSEN,SELIGENSTAEDTER DREIECK
2,SELIGENSTAEDTER DREIECK,KREUZ MAINHAUSEN
5,HEINSBERG (A 46),DREMMEN (A 46)
5,DREMMEN (A 46),HEINSBERG (A 46)
3,DREMMEN (A 46),HUECKELHOVEN - WEST (A 46)
3,HUECKELHOVEN - WEST (A 46),DREMMEN (A 46)
3,HUECKELHOVEN - WEST (A 46),HUECKELHOVEN - OST (A 46)
3,HUECKELHOVEN - OST (A 46),HUECKELHOVEN - WEST (A 46)
2,HUECKELHOVEN - OST (A 46),KREUZ HUECKELHOVEN
2,KREUZ HUECKELHOVEN,HUECKELHOVEN - OST (A 46)
3,KREUZ HUECKELHOVEN,ERKELENZ - SUED (A 46)
3,ERKELENZ - SUED (A 46),KREUZ HUECKELHOVEN
3,ERKELENZ - SUED (A 46),ERKELENZ - OST (A 46)
3,ERKELENZ - OST (A 46),ERKELENZ - SUED (A 46)
7,ERKELENZ - OST (A 46),KREUZ MOENCHENGLADBACH - WANLO
7,KREUZ MOENCHENGLADBACH - WANLO,ERKELENZ - OST (A 46)
4,KREUZ MOENCHENGLADBACH - WANLO,DREIECK HOLZ
4,DREIECK HOLZ,KREUZ MOENCHENGLADBACH - WANLO
4,DREIECK HOLZ,JUECHEN
4,JUECHEN,DREIECK HOLZ
2,JUECHEN,GREVENBROICH (A 46)
2,GREVENBROICH (A 46),JUECHEN
5,GREVENBROICH (A 46),GREVENBROICH - KAPELLEN (A 46)
5,GREVENBROICH - KAPELLEN (A 46),GREVENBROICH (A 46)
3.5,GREVENBROICH - KAPELLEN (A 46),NEUSS - HOLZHEIM (A 46)
3.5,NEUSS - HOLZHEIM (A 46),GREVENBROICH - KAPELLEN (A 46)
3,NEUSS - HOLZHEIM (A 46),KREUZ NEUSS - WEST
3,KREUZ NEUSS - WEST,NEUSS - HOLZHEIM (A 46)
6,KREUZ NEUSS - WEST,KREUZ NEUSS - SUED
6,KREUZ NEUSS - SUED,KREUZ NEUSS - WEST
1,KREUZ NEUSS - SUED,NEUSS - UEDESHEIM (A 46)
1,NEUSS - UEDESHEIM (A 46),KREUZ NEUSS - SUED
4,NEUSS - UEDESHEIM (A 46),DUESSELDORF - BILK (A 46)
4,DUESSELDORF - BILK (A 46),NEUSS - UEDESHEIM (A 46)
1,DUESSELDORF - BILK (A 46),DUESSELDORF - WERSTEN (Westteil) (A 46)
1,DUESSELDORF - WERSTEN (Westteil) (A 46),DUESSELDORF - BILK (A 46)
1,DUESSELDORF - WERSTEN (Westteil) (A 46),DUESSELDORF - WERSTEN (Ostteil) (A 46)
1,DUESSELDORF - WERSTEN (Ostteil) (A 46),DUESSELDORF - WERSTEN (Westteil) (A 46)
2,DUESSELDORF - WERSTEN (Ostteil) (A 46),DUESSELDORF - HOLTHAUSEN (A 46)
2,DUESSELDORF - HOLTHAUSEN (A 46),DUESSELDORF - WERSTEN (Ostteil) (A 46)
1,DUESSELDORF - HOLTHAUSEN (A 46),DUESSELDORF - ELLER (A 46)
1,DUESSELDORF - ELLER (A 46),DUESSELDORF - HOLTHAUSEN (A 46)
1,DUESSELDORF - ELLER (A 46),KREUZ DUESSELDORF - SUED
1,KREUZ DUESSELDORF - SUED,DUESSELDORF - ELLER (A 46)
3,KREUZ DUESSELDORF - SUED,ERKRATH (A 46)
3,ERKRATH (A 46),KREUZ DUESSELDORF - SUED
2,ERKRATH (A 46),KREUZ HILDEN
2,KREUZ HILDEN,ERKRATH (A 46)
0.3,KREUZ HILDEN,HILDEN (A 46)
0.3,HILDEN (A 46),KREUZ HILDEN
2,HILDEN (A 46),HAAN - WEST (A 46)
2,HAAN - WEST (A 46),HILDEN (A 46)
5,HAAN - WEST (A 46),HAAN - OST (A 46)
5,HAAN - OST (A 46),HAAN - WEST (A 46)
4,HAAN - OST (A 46),WUPPERTAL - CRONENBERG (A 46)
4,WUPPERTAL - CRONENBERG (A 46),HAAN - OST (A 46)
1,WUPPERTAL - CRONENBERG (A 46),WUPPERTAL - SONNBORN (A 46)
1,WUPPERTAL - SONNBORN (A 46),WUPPERTAL - CRONENBERG (A 46)
0.5,WUPPERTAL - SONNBORN (A 46),SONNBORNER KREUZ
0.5,SONNBORNER KREUZ,WUPPERTAL - SONNBORN (A 46)
2,SONNBORNER KREUZ,WUPPERTAL - VARRESBECK (A 46)
2,WUPPERTAL - VARRESBECK (A 46),SONNBORNER KREUZ
2,WUPPERTAL - VARRESBECK (A 46),WUPPERTAL - KATERNBERG (A 46)
2,WUPPERTAL - KATERNBERG (A 46),WUPPERTAL - VARRESBECK (A 46)
2,WUPPERTAL - KATERNBERG (A 46),WUPPERTAL - ELBERFELD (A 46)
2,WUPPERTAL - ELBERFELD (A 46),WUPPERTAL - KATERNBERG (A 46)
2,WUPPERTAL - ELBERFELD (A 46),WUPPERTAL - BARMEN (A 46)
2,WUPPERTAL - BARMEN (A 46),WUPPERTAL - ELBERFELD (A 46)
2,WUPPERTAL - BARMEN (A 46),WUPPERTAL - WICHLINGHAUSEN (A 46)
2,WUPPERTAL - WICHLINGHAUSEN (A 46),WUPPERTAL - BARMEN (A 46)
4,WUPPERTAL - WICHLINGHAUSEN (A 46),WUPPERTAL - OBERBARMEN (A 46)
4,WUPPERTAL - OBERBARMEN (A 46),WUPPERTAL - WICHLINGHAUSEN (A 46)
1,WUPPERTAL - OBERBARMEN (A 46),KREUZ WUPPERTAL - NORD (Westteil)
1,KREUZ WUPPERTAL - NORD (Westteil),WUPPERTAL - OBERBARMEN (A 46)
0.5,KREUZ WUPPERTAL - NORD (Westteil),KREUZ WUPPERTAL - NORD (Ostteil)
0.5,KREUZ WUPPERTAL - NORD (Ostteil),KREUZ WUPPERTAL - NORD (Westteil)
17.5,KREUZ WUPPERTAL - NORD (Ostteil),KREUZ HAGEN
17.5,KREUZ HAGEN,KREUZ WUPPERTAL - NORD (Ostteil)
2,KREUZ HAGEN,HAGEN - HOHENLIMBURG (A 46)
2,HAGEN - HOHENLIMBURG (A 46),KREUZ HAGEN
2,HAGEN - HOHENLIMBURG (A 46),HAGEN - ELSEY (A 46)
2,HAGEN - ELSEY (A 46),HAGEN - HOHENLIMBURG (A 46)
2,HAGEN - ELSEY (A 46),ISERLOHN - LETMATHE (A 46)
2,ISERLOHN - LETMATHE (A 46),HAGEN - ELSEY (A 46)
1,ISERLOHN - LETMATHE (A 46),ISERLOHN - OESTRICH (A 46)
1,ISERLOHN - OESTRICH (A 46),ISERLOHN - LETMATHE (A 46)
4,ISERLOHN - OESTRICH (A 46),ISERLOHN - ZENTRUM (A 46)
4,ISERLOHN - ZENTRUM (A 46),ISERLOHN - OESTRICH (A 46)
2,ISERLOHN - ZENTRUM (A 46),KREUZ ISERLOHN - SEILERSEE
2,KREUZ ISERLOHN - SEILERSEE,ISERLOHN - ZENTRUM (A 46)
2,KREUZ ISERLOHN - SEILERSEE,HEMER (A 46)
2,HEMER (A 46),KREUZ ISERLOHN - SEILERSEE
5,HEMER (A 46),MENDEN - WEST (A 46)
5,MENDEN - WEST (A 46),HEMER (A 46)
2,MENDEN - WEST (A 46),MENDEN - SUED (A 46)
2,MENDEN - SUED (A 46),MENDEN - WEST (A 46)
7,MENDEN - SUED (A 46),VOSSWINKEL - WEST (A 46)
7,VOSSWINKEL - WEST (A 46),MENDEN - SUED (A 46)
3,VOSSWINKEL - WEST (A 46),VOSSWINKEL - OST (A 46)
3,VOSSWINKEL - OST (A 46),VOSSWINKEL - WEST (A 46)
5,VOSSWINKEL - OST (A 46),NEHEIM (A 46)
5,NEHEIM (A 46),VOSSWINKEL - OST (A 46)
2,NEHEIM (A 46),NEHEIM - SUED (A 46)
2,NEHEIM - SUED (A 46),NEHEIM (A 46)
2,NEHEIM - SUED (A 46),HUESTEN (A 46)
2,HUESTEN (A 46),NEHEIM - SUED (A 46)
5,HUESTEN (A 46),ARNSBERG - ALTSTADT (A 46)
5,ARNSBERG - ALTSTADT (A 46),HUESTEN (A 46)
3,ARNSBERG - ALTSTADT (A 46),ARNSBERG - OST (A 46)
3,ARNSBERG - OST (A 46),ARNSBERG - ALTSTADT (A 46)
6,ARNSBERG - OST (A 46),FREIENOHL (A 46)
6,FREIENOHL (A 46),ARNSBERG - OST (A 46)
4,FREIENOHL (A 46),WENNEMEN (A 46)
4,WENNEMEN (A 46),FREIENOHL (A 46)
4,WENNEMEN (A 46),ENSTE (A 46)
4,ENSTE (A 46),WENNEMEN (A 46)
3,ENSTE (A 46),KREUZ MESCHEDE
3,KREUZ MESCHEDE,ENSTE (A 46)
5,KREUZ MESCHEDE,BESTWIG (A 46)
5,BESTWIG (A 46),KREUZ MESCHEDE
5,BESTWIG (A 46),NUTTLAR (A 46)
5,NUTTLAR (A 46),BESTWIG (A 46)
6,DREIECK VULKANEIFEL,ULMEN (A 48)
6,ULMEN (A 48),DREIECK VULKANEIFEL
9,ULMEN (A 48),LAUBACH (A 48)
9,LAUBACH (A 48),ULMEN (A 48)
6,LAUBACH (A 48),KAISERSESCH (A 48)
6,KAISERSESCH (A 48),LAUBACH (A 48)
6,KAISERSESCH (A 48),KAIFENHEIM (A 48)
6,KAIFENHEIM (A 48),KAISERSESCH (A 48)
6,KAIFENHEIM (A 48),MAYEN (A 48)
6,MAYEN (A 48),KAIFENHEIM (A 48)
5,MAYEN (A 48),POLCH (A 48)
5,POLCH (A 48),MAYEN (A 48)
8,POLCH (A 48),OCHTENDUNG (A 48)
8,OCHTENDUNG (A 48),POLCH (A 48)
7,OCHTENDUNG (A 48),KREUZ KOBLENZ
7,KREUZ KOBLENZ,OCHTENDUNG (A 48)
6,KREUZ KOBLENZ,KOBLENZ - NORD (A 48)
6,KOBLENZ - NORD (A 48),KREUZ KOBLENZ
3,KOBLENZ - NORD (A 48),BENDORF / NEUWIED (A 48)
3,BENDORF / NEUWIED (A 48),KOBLENZ - NORD (A 48)
8,BENDORF / NEUWIED (A 48),DREIECK HOEHR - GRENZHAUSEN
8,DREIECK HOEHR - GRENZHAUSEN,BENDORF / NEUWIED (A 48)
8,DREIECK HOEHR - GRENZHAUSEN,DREIECK DERNBACH
8,DREIECK DERNBACH,DREIECK HOEHR - GRENZHAUSEN
0.4,AM LOHFELDENER RUESSEL (A 49),KREUZ KASSEL - MITTE
0.4,KREUZ KASSEL - MITTE,AM LOHFELDENER RUESSEL (A 49)
1,KREUZ KASSEL - MITTE,KASSEL - INDUSTRIEPARK (A 49)
1,KASSEL - INDUSTRIEPARK (A 49),KREUZ KASSEL - MITTE
2,KASSEL - INDUSTRIEPARK (A 49),KASSEL - WALDAU (A 49)
2,KASSEL - WALDAU (A 49),KASSEL - INDUSTRIEPARK (A 49)
1,KASSEL - WALDAU (A 49),KASSEL - AUESTADION (A 49)
1,KASSEL - AUESTADION (A 49),KASSEL - WALDAU (A 49)
2,KASSEL - AUESTADION (A 49),KASSEL - NIEDERZWEHREN (A 49)
2,KASSEL - NIEDERZWEHREN (A 49),KASSEL - AUESTADION (A 49)
1,KASSEL - NIEDERZWEHREN (A 49),KREUZ KASSEL - WEST
1,KREUZ KASSEL - WEST,KASSEL - NIEDERZWEHREN (A 49)
1,KREUZ KASSEL - WEST,BAUNATAL - NORD (A 49)
1,BAUNATAL - NORD (A 49),KREUZ KASSEL - WEST
2,BAUNATAL - NORD (A 49),BAUNATAL - MITTE (A 49)
2,BAUNATAL - MITTE (A 49),BAUNATAL - NORD (A 49)
2,BAUNATAL - MITTE (A 49),BAUNATAL - SUED (A 49)
2,BAUNATAL - SUED (A 49),BAUNATAL - MITTE (A 49)
2,BAUNATAL - SUED (A 49),EDERMUENDE (A 49)
